Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,Neighborhood,SalePrice
733,8,1978,2009,2009,2006,1284.0,1451,527,2,1,2,4,2,511.0,9211,230,180,30,Blueste,306121
734,7,1499,1939,1949,2006,946.0,1049,450,2,1,3,7,1,217.0,13491,180,120,0,SawyerW,217174
735,6,1457,1896,1911,2006,847.0,863,594,2,1,3,5,2,,13605,100,30,160,Blueste,189133
736,9,1902,1975,1975,2010,1295.0,1117,785,2,0,2,5,2,404.0,18377,390,130,190,NoRidge,369779
737,6,1373,1895,1895,2006,858.0,1015,358,1,0,4,8,1,231.0,16738,450,110,0,Blmngtn,181863
738,8,1862,1925,1945,2006,1567.0,1368,494,1,1,4,6,2,473.0,5368,390,260,150,BrkSide,275624
739,7,1708,1986,1986,2008,1438.0,1034,674,2,0,3,6,3,595.0,13026,450,10,120,CollgCr,288503
740,6,1050,1967,1982,2006,788.0,619,431,2,0,3,5,2,477.0,11560,380,290,170,MeadowV,119570
741,7,1810,2008,2033,2007,1609.0,1208,602,1,1,2,5,2,511.0,6933,170,70,90,OldTown,249153
742,6,1067,1998,1998,2010,982.0,536,531,2,1,4,7,2,,19322,110,210,170,Edwards,193788
743,8,1906,1964,1969,2009,1505.0,1000,906,1,1,1,4,0,87.0,2852,130,180,160,BrkSide,271823
744,7,1775,1883,1908,2008,1436.0,954,821,2,0,3,7,1,257.0,9736,460,120,80,Mitchel,210005
745,5,1031,1950,1950,2010,661.0,572,459,1,1,3,6,2,471.0,6060,170,200,130,SWISU,120078
746,9,1767,1990,2000,2010,1674.0,1154,613,1,1,3,5,3,,18083,430,200,120,SWISU,324001
747,6,1178,1929,1929,2007,603.0,939,239,1,1,3,6,1,234.0,17060,410,270,190,MeadowV,131786
748,7,1507,1974,1999,2006,1016.0,1048,459,2,1,3,7,2,432.0,5924,110,0,190,Crawfor,213553
749,9,1788,1971,1971,2007,1539.0,926,862,2,0,4,8,3,685.0,9347,390,280,130,NAmes,334832
750,7,1705,1944,1944,2006,920.0,1121,584,1,1,3,5,1,248.0,15695,260,40,100,Blueste,233586
751,4,1362,1926,1951,2006,805.0,883,479,3,1,2,5,1,245.0,6297,50,210,120,NridgHt,203108
752,10,2279,1985,1995,2010,1810.0,1238,1041,1,0,4,8,3,,15809,230,250,160,OldTown,394460
753,7,1437,2009,2009,2006,1120.0,1115,322,2,0,3,7,2,,3907,320,250,20,ClearCr,237963
754,6,1358,1985,2000,2008,1180.0,858,500,3,1,3,6,1,214.0,5291,440,260,0,OldTown,194165
755,5,913,1903,1918,2008,827.0,728,185,2,0,3,6,2,444.0,8008,150,100,40,NAmes,128251
756,8,1538,1883,1893,2008,867.0,962,576,2,0,3,6,1,259.0,15907,490,100,120,OldTown,200634
757,7,1742,1987,1987,2010,887.0,1188,554,1,0,3,5,2,411.0,11129,110,120,40,Edwards,242952
758,7,1873,1898,1908,2007,1582.0,995,878,2,0,4,8,2,456.0,1626,300,10,40,NridgHt,317421
759,9,1603,1919,1919,2009,1043.0,1019,584,2,0,4,6,2,423.0,11312,360,180,110,Gilbert,287097
760,8,1581,1929,1929,2006,1285.0,903,678,2,0,3,6,2,459.0,9194,120,150,10,NPkVill,274255
761,5,1244,1954,1979,2009,715.0,933,311,1,1,1,4,2,514.0,4819,70,250,150,StoneBr,181226
762,6,1456,1891,1891,2007,1069.0,1070,386,2,1,3,6,1,246.0,10173,370,40,160,Sawyer,193892
763,5,1088,1906,1906,2007,818.0,813,275,2,1,3,6,0,17.0,6931,20,130,40,Mitchel,143604
764,8,1784,1992,1992,2010,1413.0,1279,505,3,0,3,6,2,457.0,5878,190,280,110,Edwards,283091
765,3,855,1928,1948,2008,646.0,641,214,1,1,3,6,2,464.0,12512,30,180,140,NridgHt,153789
766,7,1547,2009,2014,2008,1156.0,866,681,2,1,3,6,1,221.0,7990,430,40,50,BrkSide,220000
767,8,1809,1939,1939,2007,1205.0,1149,660,2,1,2,5,2,398.0,12063,440,200,120,NAmes,292481
768,9,1851,1909,1909,2010,991.0,1309,542,2,0,3,7,2,421.0,18122,10,230,100,Sawyer,298524
769,6,1312,1963,1968,2010,714.0,906,406,1,0,3,7,2,448.0,2920,350,250,160,Veenker,213203
770,8,1678,1907,1912,2006,,1199,479,2,1,3,6,2,,16172,220,80,80,CollgCr,276931
771,4,1082,1904,1904,2008,733.0,613,469,2,1,5,9,2,482.0,1840,440,230,150,Sawyer,136722
772,9,1775,1975,1985,2007,1345.0,939,836,2,1,3,6,1,265.0,13042,180,110,160,Blmngtn,330444
773,4,1048,2004,2014,2009,683.0,812,236,1,1,4,7,2,453.0,9020,390,150,190,NWAmes,164782
774,6,1719,1889,1904,2008,1450.0,1148,571,1,0,4,8,2,397.0,12685,70,180,170,Edwards,202176
775,8,1812,1921,1926,2006,1688.0,989,823,3,1,4,7,2,468.0,6487,150,140,120,ClearCr,311542
776,5,1190,1919,1919,2010,772.0,878,312,3,0,2,4,3,709.0,14249,420,160,100,Gilbert,200685
777,5,1389,1956,1976,2007,828.0,1075,314,2,1,4,8,3,675.0,6912,170,290,120,SawyerW,194063
778,8,1633,1984,1994,2008,911.0,899,734,1,1,2,6,1,230.0,9170,350,140,120,Somerst,285925
779,8,1934,1997,2017,2009,1562.0,1441,493,2,1,2,5,1,245.0,15266,230,20,110,SawyerW,311466
780,7,1623,1921,1921,2006,1171.0,1265,358,2,0,3,7,2,463.0,9823,0,160,130,Crawfor,235536
781,8,1678,1926,1926,2006,996.0,1311,367,3,0,2,5,0,91.0,3357,0,120,120,BrDale,231640
782,7,1639,1901,1926,2008,1354.0,1268,371,2,1,2,5,2,428.0,15955,450,260,80,Blmngtn,230979
783,6,1085,1986,1991,2009,623.0,720,365,2,1,3,6,3,636.0,2004,350,80,130,NridgHt,232193
784,6,1174,1906,1931,2006,912.0,712,462,3,1,3,6,2,448.0,8967,100,270,0,NAmes,180237
785,5,1011,1920,1940,2007,771.0,507,504,2,0,3,6,2,446.0,9984,170,120,80,OldTown,136660
786,9,1878,1959,1984,2006,1628.0,973,905,1,0,2,4,1,273.0,13342,150,150,30,Gilbert,337240
787,7,1896,1968,1983,2009,1000.0,1191,705,1,1,3,5,2,457.0,6423,160,180,110,BrkSide,244782
788,6,1846,1945,1950,2010,1742.0,1144,702,2,1,5,8,2,408.0,10751,230,130,130,Blueste,243314
789,7,1677,1891,1891,2010,1427.0,931,746,2,1,3,6,2,430.0,17420,330,70,80,Crawfor,248005
790,10,2100,1952,1977,2008,1276.0,1299,801,1,0,3,5,0,31.0,11995,30,210,20,NWAmes,323079
791,5,889,1955,1975,2009,526.0,491,398,1,1,5,9,2,383.0,14819,340,180,50,NAmes,136541
792,7,1441,1969,1979,2006,1031.0,1087,354,2,0,2,5,3,677.0,10893,140,240,20,Edwards,226190
793,7,1392,1889,1899,2006,1265.0,820,572,2,1,3,5,2,,8400,10,230,0,CollgCr,235723
794,7,1425,1975,1985,2010,1313.0,968,457,2,1,4,7,3,633.0,3660,300,20,20,CollgCr,258350
795,2,766,1899,1899,2010,582.0,498,268,2,0,4,8,2,477.0,17736,80,220,130,ClearCr,94248
796,9,1755,1918,1918,2007,1632.0,904,851,2,0,3,6,2,459.0,7721,90,200,190,BrDale,270998
797,10,1604,1939,1944,2010,806.0,1255,349,2,1,2,4,1,,11538,240,170,10,CollgCr,322227
798,7,1699,1945,1955,2007,879.0,1118,581,1,1,4,6,2,468.0,9755,40,150,110,Edwards,219351
799,8,1485,1944,1944,2006,1419.0,887,598,2,0,2,5,2,491.0,4199,130,130,90,StoneBr,299199
800,9,1897,2003,2013,2007,1683.0,1038,859,2,0,3,6,3,645.0,12625,410,150,120,BrkSide,315940
801,8,2114,2009,2024,2007,1533.0,1271,843,1,1,3,6,2,447.0,16901,470,230,190,MeadowV,301922
802,5,1066,1936,1936,2008,934.0,539,527,2,1,3,7,1,253.0,1872,370,160,30,Blueste,144316
803,7,1043,1957,1977,2010,1019.0,635,408,2,0,4,7,2,413.0,16044,390,190,180,Mitchel,182174
804,7,1492,1908,1908,2007,1321.0,983,509,2,1,4,8,1,254.0,18815,10,100,0,Veenker,257836
805,6,1620,1894,1919,2006,1492.0,1233,387,2,0,4,8,2,423.0,3490,170,120,100,BrDale,194867
806,8,2091,1891,1911,2009,1840.0,1476,615,2,0,2,6,2,449.0,11107,280,100,150,SWISU,297176
807,10,1754,1980,2000,2007,1024.0,935,819,2,0,3,7,1,254.0,8290,190,270,180,MeadowV,316978
808,9,1949,1963,1988,2010,1786.0,1060,889,2,1,4,8,2,465.0,10053,70,280,180,Blueste,339620
809,7,1456,2004,2009,2008,870.0,915,541,1,0,3,6,2,467.0,6883,360,30,110,Timber,238989
810,4,1078,1982,2007,2006,1020.0,602,476,3,1,4,7,2,422.0,17075,480,280,20,Crawfor,173177
811,10,2528,1903,1903,2008,1843.0,1285,1243,2,0,4,7,1,255.0,2215,470,250,170,StoneBr,438283
812,9,1549,1989,2009,2009,1298.0,1148,401,1,1,3,7,3,678.0,11337,250,130,160,BrkSide,296539
813,4,1150,1957,1977,2007,860.0,581,569,1,1,2,5,1,215.0,19431,360,40,40,NPkVill,143264
814,9,1943,1980,2005,2007,1062.0,1455,488,2,1,3,5,0,102.0,15450,480,30,150,NAmes,314440
815,9,2067,2007,2012,2010,1333.0,1122,945,2,1,4,6,2,420.0,9492,30,0,130,IDOTRR,314952
816,7,1569,1937,1947,2007,1556.0,1243,326,1,1,3,7,1,,18535,320,130,180,Mitchel,214992
817,7,1611,1955,1970,2006,1579.0,1097,514,1,1,4,8,2,421.0,2550,210,60,50,NridgHt,300418
818,6,1321,1915,1915,2009,872.0,951,370,2,0,3,6,3,648.0,14857,50,90,20,NPkVill,187636
819,3,1003,1901,1906,2008,1001.0,534,469,1,0,3,6,2,444.0,6242,320,260,50,NridgHt,151267
820,6,1331,2006,2006,2009,1228.0,1009,322,2,1,3,6,2,408.0,14869,270,10,110,SawyerW,228137
821,8,1824,1959,1964,2007,1469.0,1371,453,2,0,3,5,2,470.0,6544,230,90,190,CollgCr,307930
822,1,576,1979,1979,2008,299.0,400,176,2,0,4,7,1,272.0,11788,30,20,100,StoneBr,112490
823,6,1475,1975,1985,2010,1402.0,959,516,2,0,3,6,2,468.0,8761,10,200,60,OldTown,195641
824,6,1394,1897,1907,2009,1085.0,998,396,1,0,3,7,2,442.0,12346,120,70,0,NridgHt,223887
825,7,1775,1917,1937,2008,1658.0,890,885,2,1,4,7,3,628.0,19564,450,90,150,IDOTRR,269027
826,9,1839,1988,1998,2008,1686.0,1246,593,1,0,2,5,1,282.0,11299,480,70,150,NridgHt,354443
827,6,1045,2002,2012,2008,957.0,788,257,2,1,3,7,2,456.0,5022,100,130,160,Blueste,176100
828,6,1652,1983,2008,2006,1402.0,1002,650,2,1,2,5,3,627.0,15190,340,170,140,Mitchel,249448
829,8,1518,1960,1970,2009,980.0,808,710,1,1,2,5,2,456.0,3557,380,80,80,Edwards,226400
830,7,1419,1966,1976,2008,948.0,888,531,2,0,3,6,3,599.0,4221,90,210,40,Timber,265813
831,5,1130,1940,1940,2009,739.0,811,319,2,0,4,8,2,453.0,6321,420,80,190,NridgHt,206970
832,7,1824,1925,1925,2008,930.0,970,854,2,1,2,5,2,469.0,4063,90,290,70,NAmes,246583
833,5,822,1911,1931,2010,650.0,461,361,3,1,3,6,2,444.0,16059,70,30,0,NWAmes,150277
834,5,1877,1894,1919,2010,1594.0,1021,856,2,1,2,6,2,,15192,40,20,60,Crawfor,245281
835,7,1761,1923,1933,2010,1632.0,1301,460,2,0,3,7,1,274.0,17161,220,130,100,StoneBr,315223
836,6,1444,1933,1953,2007,823.0,749,695,2,1,2,5,2,458.0,1702,330,130,190,NPkVill,198935
837,9,1839,1923,1923,2008,1419.0,1298,541,2,1,3,7,2,503.0,2441,460,200,120,BrkSide,322319
838,6,1457,1977,2002,2007,734.0,888,569,2,0,4,8,3,690.0,18472,310,150,120,Mitchel,223993
839,7,1654,1884,1899,2009,905.0,1202,452,1,1,3,7,3,668.0,10262,150,40,60,NAmes,245204
840,7,1679,1988,1998,2007,885.0,1325,354,3,1,3,7,3,660.0,11037,30,190,100,MeadowV,255549
841,2,911,1906,1926,2009,,486,425,2,1,3,6,1,242.0,3142,270,280,170,BrDale,70276
842,8,1717,1995,2000,2009,928.0,1020,697,2,0,4,7,2,430.0,2865,470,220,0,Edwards,259115
843,5,1210,1966,1991,2009,1038.0,899,311,2,1,3,5,2,473.0,9056,430,230,110,Somerst,167810
844,10,1969,1983,2008,2007,1230.0,1141,828,2,1,3,6,3,644.0,1508,130,140,20,NPkVill,342193
845,5,1211,2002,2022,2008,1136.0,683,528,2,1,3,7,2,419.0,18415,110,200,0,StoneBr,216552
846,6,1626,1958,1968,2007,1474.0,1215,411,2,1,3,7,1,225.0,2535,200,80,30,ClearCr,248964
847,4,1218,1922,1922,2008,1192.0,969,249,1,1,3,6,3,629.0,14263,470,60,50,Somerst,163102
848,10,1411,1976,1976,2008,1328.0,941,470,1,1,4,7,2,502.0,19501,150,120,40,MeadowV,274922
849,7,1681,1910,1915,2009,1624.0,980,701,2,1,3,6,2,475.0,8222,430,280,100,OldTown,247055
850,7,1588,1978,1983,2007,1475.0,983,605,2,0,3,6,2,,18960,10,220,190,BrkSide,229901
851,3,946,1896,1896,2008,800.0,521,425,3,0,3,7,2,462.0,5515,220,70,120,CollgCr,160866
852,8,1622,1962,1972,2010,949.0,1181,441,1,0,2,5,2,465.0,8629,280,110,100,Veenker,276999
853,5,1474,1989,2014,2008,937.0,1079,395,1,0,2,4,2,423.0,4462,450,30,50,NoRidge,246528
854,9,2039,1911,1936,2010,1236.0,1554,485,1,0,4,7,2,414.0,6340,420,150,180,NridgHt,357139
855,5,1095,1914,1914,2007,877.0,556,539,2,0,4,7,0,81.0,18796,80,250,140,MeadowV,120334
856,5,1331,1908,1913,2007,1000.0,889,442,2,1,4,8,2,409.0,16837,60,280,120,NAmes,185705
857,3,755,1949,1949,2007,704.0,426,329,1,0,4,7,2,449.0,7199,280,280,90,Gilbert,111132
858,7,1274,1974,1979,2008,1243.0,767,507,2,0,3,7,2,428.0,7422,430,50,0,CollgCr,259405
859,7,1424,1901,1911,2006,,1047,377,2,0,3,6,2,456.0,16362,160,40,120,Blueste,200020
860,3,1122,1948,1963,2008,845.0,625,497,1,1,3,5,2,442.0,15098,80,0,50,MeadowV,92571
861,8,1890,1968,1973,2008,1863.0,1306,584,2,0,2,5,2,466.0,3398,50,130,190,NAmes,283468
862,7,1652,1951,1966,2009,1054.0,1150,502,2,0,4,8,2,380.0,4322,430,280,110,NWAmes,263199
863,7,1695,2008,2013,2009,1519.0,1332,363,1,0,5,8,2,483.0,5984,190,80,160,BrDale,252099
864,7,1653,1966,1991,2008,1012.0,1210,443,1,1,4,7,2,472.0,14552,90,170,170,ClearCr,242392
865,6,1271,1975,1975,2010,1068.0,941,330,2,1,3,5,2,480.0,19538,80,50,70,SawyerW,209625
866,7,1636,1954,1964,2009,1025.0,1078,558,2,1,3,6,2,476.0,18475,110,140,130,NridgHt,304713
867,5,1410,1933,1933,2008,1328.0,784,626,2,0,2,4,1,259.0,3348,320,150,40,OldTown,171577
868,5,1400,1967,1982,2006,1093.0,878,522,2,1,3,6,3,630.0,14769,310,70,10,Blmngtn,186439
869,9,2087,1933,1933,2010,1237.0,1387,700,1,1,3,6,2,463.0,4541,330,180,100,Blueste,291832
870,10,2141,1895,1905,2007,1310.0,1506,635,2,0,3,5,2,458.0,18051,180,40,20,Timber,357944
871,6,1470,1978,1998,2008,1097.0,1002,468,3,0,4,6,2,476.0,5879,320,130,150,BrDale,206766
872,6,1614,1899,1899,2008,1583.0,997,617,2,0,4,6,3,668.0,9161,470,60,150,Veenker,240680
873,7,1544,1925,1935,2010,1366.0,894,650,3,1,2,6,2,452.0,8467,150,30,80,Blmngtn,265741
874,6,1223,2006,2031,2009,910.0,673,550,2,0,2,5,2,462.0,13699,490,290,120,NridgHt,232156
875,2,767,1937,1937,2009,513.0,543,224,2,0,3,7,1,265.0,17174,490,270,90,OldTown,66898
876,5,1101,1990,2005,2009,852.0,763,338,2,0,3,6,2,482.0,15031,220,200,160,SawyerW,152963
877,8,1564,2008,2008,2007,1367.0,1104,460,2,1,4,8,3,702.0,2332,250,0,160,Crawfor,287317
878,8,1671,1960,1960,2010,1490.0,1022,649,1,1,3,6,2,467.0,15710,440,30,90,NAmes,269565
879,2,641,1963,1978,2010,424.0,370,271,2,1,3,6,2,465.0,18905,430,290,70,Veenker,122293
880,5,1188,1949,1954,2009,1022.0,864,324,3,1,3,7,3,643.0,11685,400,130,60,IDOTRR,169419
881,5,871,1887,1897,2009,721.0,637,234,2,0,3,7,2,,4992,360,220,130,ClearCr,142090
882,8,1742,1908,1908,2006,1706.0,1109,633,2,0,4,8,2,428.0,13362,80,150,170,SawyerW,297941
883,2,800,1991,2011,2006,772.0,546,254,1,0,2,6,2,354.0,1788,290,270,180,Crawfor,117147
884,4,936,1987,2012,2008,837.0,572,364,1,1,4,7,2,424.0,9316,120,250,170,MeadowV,100660
885,8,1831,1988,1988,2008,1577.0,1301,530,1,1,3,6,2,444.0,2576,470,60,130,Sawyer,289875
886,5,1437,1899,1924,2010,915.0,1078,359,2,1,4,7,3,640.0,17064,410,90,90,NPkVill,205413
887,8,1378,1952,1962,2010,1271.0,973,405,3,0,1,5,2,463.0,2871,150,90,0,Sawyer,247280
888,5,1097,1883,1908,2007,,717,380,1,0,3,6,2,425.0,2574,450,30,80,SawyerW,150755
889,4,946,1898,1898,2007,601.0,603,343,1,0,3,7,1,227.0,6434,10,110,170,SawyerW,118246
890,5,1062,1981,1981,2006,734.0,735,327,2,1,3,6,2,386.0,1539,300,50,120,SWISU,152712
891,8,1865,1965,1965,2008,1712.0,1312,553,1,1,4,7,2,464.0,5774,420,120,160,SawyerW,310087
892,9,1811,1931,1931,2006,1040.0,1209,602,2,1,3,6,2,423.0,18066,180,200,150,Gilbert,307563
893,9,1797,1990,2010,2006,1308.0,1235,562,2,1,4,7,1,,6996,100,0,100,Edwards,307656
894,6,999,1988,2003,2008,745.0,528,471,1,0,3,7,3,666.0,14492,130,70,80,NAmes,167947
895,8,1827,1965,1985,2007,946.0,1435,392,1,0,4,7,1,223.0,4008,460,270,60,BrkSide,255203
896,5,1002,1922,1932,2008,599.0,738,264,1,0,2,6,2,461.0,13518,240,220,0,MeadowV,123642
897,6,1411,1921,1931,2009,1288.0,863,548,2,1,4,8,2,413.0,9572,60,150,80,Somerst,194676
898,9,1905,1969,1969,2009,1743.0,1274,631,1,0,4,7,2,449.0,14848,140,40,90,Sawyer,323163
899,2,1072,1994,2009,2009,692.0,551,521,2,1,3,7,2,431.0,15410,290,280,150,CollgCr,159086
900,4,838,1905,1905,2010,785.0,429,409,2,1,3,6,2,442.0,15452,300,250,170,CollgCr,126841
901,5,646,1922,1922,2007,572.0,371,275,1,0,3,6,2,,17565,230,250,130,Blueste,98243
902,2,836,1956,1961,2007,592.0,590,246,1,0,2,5,0,0.0,1818,240,60,100,NoRidge,115805
903,5,1610,1899,1914,2010,1407.0,1216,394,2,0,3,6,1,,13318,70,250,30,NWAmes,189651
904,7,1797,1918,1923,2006,1762.0,1199,598,2,1,3,6,3,622.0,15482,290,20,180,SawyerW,280151
905,6,1441,1891,1911,2009,1051.0,950,491,3,0,4,8,1,276.0,12356,350,230,120,Mitchel,231201
906,9,1751,1890,1890,2009,1084.0,1086,665,1,0,4,7,1,282.0,14016,490,200,0,NAmes,281427
907,8,1861,1921,1946,2006,1806.0,1020,841,1,1,4,7,2,462.0,2228,130,10,180,NoRidge,318820
908,6,1205,1890,1915,2008,966.0,645,560,1,1,3,6,2,413.0,2787,280,10,140,CollgCr,195429
909,6,1495,1917,1922,2008,826.0,1088,407,2,0,4,6,2,458.0,5501,260,190,190,Edwards,198890
910,6,1501,1977,1977,2007,1180.0,1168,333,2,1,3,7,3,726.0,10252,490,220,140,MeadowV,184957
911,7,1762,1898,1918,2010,1322.0,1123,639,2,1,3,7,2,450.0,2875,350,290,100,NAmes,242709
912,6,1951,1995,2000,2007,1810.0,1361,590,2,1,3,6,2,446.0,16470,330,90,40,Edwards,262169
913,7,1628,1992,1992,2008,1245.0,1260,368,1,0,4,8,2,444.0,13578,200,190,90,BrkSide,234856
914,6,1298,1944,1949,2006,814.0,684,614,2,0,4,7,2,465.0,1524,370,80,170,Mitchel,192341
915,7,1544,1978,1988,2007,1293.0,1128,416,3,1,3,6,2,,19038,100,170,60,SWISU,251853
916,7,1196,1951,1951,2009,922.0,819,377,2,0,4,7,0,58.0,14157,320,50,0,SawyerW,188798
917,6,1261,1931,1931,2009,777.0,856,405,2,1,3,6,2,441.0,19343,140,190,20,Somerst,193918
918,10,1918,1997,2007,2006,1509.0,1127,791,3,1,4,8,0,18.0,17083,110,50,0,NAmes,352630
919,8,1595,1999,2009,2008,1452.0,1124,471,2,1,3,6,3,719.0,6206,230,250,160,NoRidge,343759
920,5,1280,1886,1886,2009,658.0,945,335,2,0,3,6,2,447.0,15163,490,240,140,IDOTRR,133090
921,9,1685,1890,1890,2009,1373.0,899,786,1,0,3,6,1,345.0,17344,360,90,40,Blueste,266026
922,7,1774,1982,1982,2010,1197.0,1170,604,2,0,3,5,2,462.0,10912,100,270,150,SWISU,254487
923,9,1850,1940,1955,2007,1195.0,981,869,1,1,3,6,3,667.0,7479,180,240,110,OldTown,315048
924,8,1698,1947,1967,2008,1182.0,1293,405,2,0,3,6,2,440.0,9443,0,80,180,OldTown,269261
925,6,1334,1981,1981,2007,895.0,870,464,1,0,3,7,2,432.0,10411,160,80,130,Edwards,174215
926,2,831,1989,2009,2008,761.0,616,215,2,0,4,8,2,441.0,8986,390,20,20,Gilbert,128669
927,6,1565,1930,1930,2009,997.0,955,610,2,0,4,7,3,625.0,2605,150,110,180,Mitchel,208200
928,7,1376,1996,1996,2010,1192.0,739,637,2,0,3,7,2,422.0,5269,250,100,0,NWAmes,240746
929,7,1418,1925,1940,2007,775.0,726,692,1,0,5,7,0,103.0,3979,420,130,0,OldTown,200432
930,6,1339,1932,1937,2009,1306.0,782,557,1,1,3,6,2,473.0,11612,420,240,90,ClearCr,176364
931,5,980,1967,1977,2008,794.0,561,419,2,0,4,7,2,494.0,12771,140,180,20,Timber,157481
932,9,1686,2000,2000,2007,1438.0,1126,560,2,0,3,5,3,683.0,6231,70,90,120,SawyerW,327610
933,10,1904,1892,1912,2007,1235.0,964,940,2,1,3,7,1,231.0,12861,290,180,50,Timber,339267
934,7,1724,1968,1978,2009,1217.0,1131,593,2,1,2,4,2,403.0,17587,130,40,100,NAmes,258127
935,5,1302,2004,2004,2007,,804,498,2,0,4,8,2,436.0,4672,320,210,50,Veenker,208980
936,6,1438,1997,2017,2010,1389.0,967,471,2,0,3,6,3,652.0,15541,410,80,20,BrDale,190050
937,2,970,1933,1938,2010,721.0,689,281,2,1,4,6,2,484.0,8568,60,0,150,SawyerW,126083
938,9,1822,1995,1995,2009,1485.0,1257,565,2,0,3,7,2,448.0,8057,170,140,80,Gilbert,318142
939,4,1178,1997,2022,2008,1021.0,936,242,2,0,3,6,1,338.0,4830,110,230,70,Gilbert,172926
940,7,1529,1883,1888,2009,1048.0,827,702,1,0,3,6,0,37.0,7522,10,290,20,OldTown,184125
941,6,1453,1954,1959,2010,1249.0,913,540,1,0,4,7,2,467.0,14143,490,290,40,Gilbert,244832
942,7,1433,1928,1938,2006,1200.0,899,534,2,1,3,5,2,432.0,3558,280,30,130,NWAmes,228089
943,8,1212,1886,1886,2006,1033.0,757,455,1,1,4,8,2,462.0,19754,200,250,40,Sawyer,208831
944,8,1673,1989,1989,2007,1245.0,1169,504,2,1,3,6,3,646.0,5121,60,60,180,OldTown,281787
945,5,1534,2001,2001,2007,1060.0,992,542,2,0,4,6,2,442.0,10837,260,50,40,Somerst,227271
946,2,985,1890,1910,2006,601.0,645,340,2,0,2,6,2,431.0,5491,110,140,190,Mitchel,104299
947,5,1443,1971,1996,2010,1316.0,908,535,2,1,3,6,1,254.0,13065,190,50,190,Mitchel,184573
948,9,2097,1902,1902,2007,1686.0,1672,425,1,0,3,6,0,75.0,10003,130,60,10,Sawyer,303638
949,9,1867,1907,1907,2009,1348.0,1453,414,1,0,3,6,2,420.0,18658,90,190,60,SWISU,272029
950,7,1589,1990,2015,2009,1544.0,941,648,2,1,3,6,2,448.0,16837,400,210,0,Gilbert,273550
951,7,1426,1936,1936,2010,747.0,760,666,1,1,4,6,2,464.0,12612,220,20,170,SawyerW,250765
952,8,1636,1905,1905,2007,1513.0,1230,406,2,0,3,6,3,670.0,15261,290,200,90,SawyerW,280860
953,5,1373,1933,1958,2009,1371.0,1097,276,2,1,3,7,2,505.0,11523,460,280,50,NPkVill,196634
954,9,2090,1908,1908,2007,1971.0,1228,862,2,0,3,5,2,467.0,10385,300,280,60,BrkSide,305697
955,6,1372,1976,1991,2007,1241.0,833,539,2,0,3,6,3,637.0,2876,90,290,110,Crawfor,216588
956,6,1309,1893,1893,2009,899.0,1024,285,2,0,3,6,2,432.0,7439,180,120,170,Mitchel,195238
957,7,1550,1957,1972,2006,954.0,1105,445,2,1,3,6,2,432.0,10681,180,10,100,Sawyer,212412
958,3,1070,1914,1934,2009,928.0,629,441,1,1,4,8,1,230.0,4346,430,20,180,ClearCr,111924
959,5,961,1909,1909,2010,626.0,648,313,3,1,3,6,2,456.0,8317,220,120,30,Blueste,144514
960,8,1240,1971,1971,2008,729.0,971,269,2,0,4,6,2,462.0,8930,430,80,180,NoRidge,285089
961,4,989,1896,1911,2009,883.0,735,254,3,0,3,6,0,74.0,12651,400,210,120,ClearCr,128871
962,7,1305,1972,1987,2007,856.0,942,363,1,1,3,5,2,469.0,3216,310,180,180,MeadowV,189492
963,5,1148,1958,1978,2007,1098.0,827,321,1,0,1,4,2,487.0,8280,190,170,10,IDOTRR,147944
964,6,1370,1989,2004,2009,1260.0,758,612,2,0,4,6,3,629.0,4831,30,40,80,NWAmes,208999
965,6,1309,1981,1986,2008,1209.0,978,331,2,1,3,6,2,499.0,10581,320,90,70,Blmngtn,214619
966,6,1690,1985,1985,2009,1496.0,984,706,2,1,4,7,3,631.0,19262,470,130,130,SawyerW,259222
967,8,1765,1926,1926,2008,1659.0,1375,390,2,0,3,6,2,460.0,5775,0,200,80,NWAmes,285919
968,6,1460,1943,1943,2008,1318.0,889,571,2,0,4,7,1,244.0,12056,120,160,120,NAmes,183053
969,7,1674,1943,1948,2010,1341.0,1267,407,1,0,3,5,0,,15055,20,20,170,Blueste,242267
970,7,1322,1966,1986,2007,856.0,766,556,2,1,1,5,2,470.0,18115,110,60,50,OldTown,193059
971,8,1907,1886,1906,2007,1800.0,1247,660,2,1,3,6,2,406.0,11504,280,80,20,BrkSide,277225
972,10,1984,1901,1901,2008,1825.0,1055,929,2,1,3,7,3,625.0,6922,300,40,90,Gilbert,373681
973,8,1834,1960,1960,2007,1350.0,1280,554,2,0,3,6,1,272.0,12688,400,30,90,SWISU,273862
974,5,1035,1953,1978,2006,537.0,777,258,2,0,2,6,2,449.0,1747,350,20,90,Mitchel,154374
975,3,639,2004,2029,2008,,457,182,2,1,4,7,0,42.0,15098,10,250,80,NPkVill,85976
976,6,1563,1929,1949,2007,821.0,1026,537,1,1,3,6,2,416.0,14727,210,120,110,NPkVill,230625
977,7,1625,1931,1946,2006,1565.0,834,791,3,0,3,6,3,642.0,15311,210,80,70,StoneBr,298673
